"laus","sfips","cfips","county","year","lforce","employed","unemployed","unemprate"
"CN480650","48","065","Carson County, TX","2008",3276,3164,112,3.4
"CN480670","48","067","Cass County, TX","2008",12861,12058,803,6.2
"CN480690","48","069","Castro County, TX","2008",3590,3458,132,3.7
"CN480710","48","071","Chambers County, TX","2008",14238,13409,829,5.8
"CN480730","48","073","Cherokee County, TX","2008",20281,19063,1218,6
"CN480750","48","075","Childress County, TX","2008",3044,2888,156,5.1
"CN480770","48","077","Clay County, TX","2008",6022,5780,242,4
"CN480790","48","079","Cochran County, TX","2008",1497,1424,73,4.9
"CN480810","48","081","Coke County, TX","2008",1279,1178,101,7.9
"CN480830","48","083","Coleman County, TX","2008",4349,4167,182,4.2
"CN480850","48","085","Collin County, TX","2008",404668,386020,18648,4.6
"CN480870","48","087","Collingsworth County, TX","2008",1471,1412,59,4
"CN480890","48","089","Colorado County, TX","2008",10900,10462,438,4
"CN480910","48","091","Comal County, TX","2008",54530,52264,2266,4.2
"CN480930","48","093","Comanche County, TX","2008",6509,6257,252,3.9
"CN480950","48","095","Concho County, TX","2008",1324,1254,70,5.3
"CN480970","48","097","Cooke County, TX","2008",22389,21593,796,3.6
"PA483300","48","099","Coryell County, TX","2008",23402,21912,1490,6.4
"CN481010","48","101","Cottle County, TX","2008",826,792,34,4.1
"CN481030","48","103","Crane County, TX","2008",1698,1627,71,4.2
"CN481050","48","105","Crockett County, TX","2008",2198,2133,65,3
"CN481070","48","107","Crosby County, TX","2008",2594,2463,131,5.1
"CN481090","48","109","Culberson County, TX","2008",1749,1696,53,3
"CN481110","48","111","Dallam County, TX","2008",3549,3439,110,3.1
"CN481130","48","113","Dallas County, TX","2008",1137970,1075720,62250,5.5
"CN481150","48","115","Dawson County, TX","2008",5111,4833,278,5.4
"CN481170","48","117","Deaf Smith County, TX","2008",8906,8562,344,3.9
"CN481190","48","119","Delta County, TX","2008",2291,2165,126,5.5
"PA481520","48","121","Denton County, TX","2008",343551,327996,15555,4.5
"CN481230","48","123","DeWitt County, TX","2008",9018,8638,380,4.2
"CN481250","48","125","Dickens County, TX","2008",992,940,52,5.2
"CN481270","48","127","Dimmit County, TX","2008",3957,3691,266,6.7
"CN481290","48","129","Donley County, TX","2008",1874,1792,82,4.4
"CN481310","48","131","Duval County, TX","2008",5159,4876,283,5.5
"CN481330","48","133","Eastland County, TX","2008",8421,8036,385,4.6
"CN481350","48","135","Ector County, TX","2008",70399,67944,2455,3.5
"CN481370","48","137","Edwards County, TX","2008",1039,999,40,3.8
"PA481900","48","139","Ellis County, TX","2008",70031,66447,3584,5.1
"PS480400","48","141","El Paso County, TX","2008",297067,278400,18667,6.3
"CN481430","48","143","Erath County, TX","2008",18568,17857,711,3.8
"CN481450","48","145","Falls County, TX","2008",6540,6152,388,5.9
"CN481470","48","147","Fannin County, TX","2008",13406,12610,796,5.9
"CN481490","48","149","Fayette County, TX","2008",12285,11853,432,3.5
"CN481510","48","151","Fisher County, TX","2008",1975,1898,77,3.9
"CN481530","48","153","Floyd County, TX","2008",3204,3049,155,4.8
"CN481550","48","155","Foard County, TX","2008",710,680,30,4.2
"PA483050","48","157","Fort Bend County, TX","2008",264678,252748,11930,4.5
"CN481590","48","159","Franklin County, TX","2008",5287,5059,228,4.3
"CN481610","48","161","Freestone County, TX","2008",10164,9749,415,4.1
"CN481630","48","163","Frio County, TX","2008",6845,6469,376,5.5
"CN481650","48","165","Gaines County, TX","2008",6775,6509,266,3.9
"PS480470","48","167","Galveston County, TX","2008",141499,133336,8163,5.8
"CN481690","48","169","Garza County, TX","2008",2395,2301,94,3.9
"CN481710","48","171","Gillespie County, TX","2008",13146,12734,412,3.1
"CN481730","48","173","Glasscock County, TX","2008",628,603,25,4
"CN481750","48","175","Goliad County, TX","2008",3456,3323,133,3.8
"CN481770","48","177","Gonzales County, TX","2008",9713,9325,388,4
"CN481790","48","179","Gray County, TX","2008",11335,10932,403,3.6
"PA481000","48","181","Grayson County, TX","2008",55400,52480,2920,5.3
"CN481830","48","183","Gregg County, TX","2008",63783,61199,2584,4.1
"CN481850","48","185","Grimes County, TX","2008",10802,10236,566,5.2
"CN481870","48","187","Guadalupe County, TX","2008",57572,55055,2517,4.4
"CN481890","48","189","Hale County, TX","2008",16708,15944,764,4.6
"CN481910","48","191","Hall County, TX","2008",1433,1352,81,5.7
"CN481930","48","193","Hamilton County, TX","2008",4246,4091,155,3.7
"CN481950","48","195","Hansford County, TX","2008",2638,2551,87,3.3
"CN481970","48","197","Hardeman County, TX","2008",2323,2238,85,3.7
"CN481990","48","199","Hardin County, TX","2008",26066,24657,1409,5.4
"CN482010","48","201","Harris County, TX","2008",1928223,1835081,93142,4.8
"PA483400","48","203","Harrison County, TX","2008",32223,30694,1529,4.7
"CN482050","48","205","Hartley County, TX","2008",2440,2358,82,3.4
"CN482070","48","207","Haskell County, TX","2008",3245,3138,107,3.3
"CN482090","48","209","Hays County, TX","2008",76392,73044,3348,4.4
"CN482110","48","211","Hemphill County, TX","2008",3131,3070,61,1.9
"CN482130","48","213","Henderson County, TX","2008",34471,32615,1856,5.4
"CN482150","48","215","Hidalgo County, TX","2008",281811,261143,20668,7.3
"CN482170","48","217","Hill County, TX","2008",15906,15097,809,5.1
"CN482190","48","219","Hockley County, TX","2008",11901,11451,450,3.8
"CN482210","48","221","Hood County, TX","2008",25176,24097,1079,4.3
"CN482230","48","223","Hopkins County, TX","2008",17490,16755,735,4.2
"CN482250","48","225","Houston County, TX","2008",7952,7429,523,6.6
"CN482270","48","227","Howard County, TX","2008",13938,13288,650,4.7
"CN482290","48","229","Hudspeth County, TX","2008",1588,1524,64,4
"PA483100","48","231","Hunt County, TX","2008",36835,34832,2003,5.4
"CN482330","48","233","Hutchinson County, TX","2008",11188,10718,470,4.2
"CN482350","48","235","Irion County, TX","2008",884,853,31,3.5
"CN482370","48","237","Jack County, TX","2008",5427,5252,175,3.2
"CN482390","48","239","Jackson County, TX","2008",6787,6505,282,4.2
"CN482410","48","241","Jasper County, TX","2008",15432,14436,996,6.5
"CN482430","48","243","Jeff Davis County, TX","2008",1188,1144,44,3.7
"CN482450","48","245","Jefferson County, TX","2008",113554,105885,7669,6.8
"CN482470","48","247","Jim Hogg County, TX","2008",2761,2654,107,3.9
"CN482490","48","249","Jim Wells County, TX","2008",21408,20487,921,4.3
"PA481540","48","251","Johnson County, TX","2008",72948,69518,3430,4.7
"CN482530","48","253","Jones County, TX","2008",7748,7356,392,5.1
"CN482550","48","255","Karnes County, TX","2008",5271,4955,316,6
"CN482570","48","257","Kaufman County, TX","2008",46207,43714,2493,5.4
"CN482590","48","259","Kendall County, TX","2008",16089,15464,625,3.9
"CN482610","48","261","Kenedy County, TX","2008",237,229,8,3.4
"CN482630","48","263","Kent County, TX","2008",440,421,19,4.3
"CN482650","48","265","Kerr County, TX","2008",23014,22080,934,4.1
"CN482670","48","267","Kimble County, TX","2008",2189,2105,84,3.8
"CN482690","48","269","King County, TX","2008",178,170,8,4.5
"CN482710","48","271","Kinney County, TX","2008",1370,1296,74,5.4
"CN482730","48","273","Kleberg County, TX","2008",16471,15757,714,4.3
"CN482750","48","275","Knox County, TX","2008",1801,1731,70,3.9
"CN482770","48","277","Lamar County, TX","2008",23434,22146,1288,5.5
"CN482790","48","279","Lamb County, TX","2008",7072,6753,319,4.5
"CN482810","48","281","Lampasas County, TX","2008",10259,9831,428,4.2
"CN482830","48","283","La Salle County, TX","2008",2900,2741,159,5.5
"CN482850","48","285","Lavaca County, TX","2008",9876,9527,349,3.5
"CN482870","48","287","Lee County, TX","2008",8964,8606,358,4
"CN482890","48","289","Leon County, TX","2008",7774,7433,341,4.4
"CN482910","48","291","Liberty County, TX","2008",30773,28910,1863,6.1
"CN482930","48","293","Limestone County, TX","2008",10696,10222,474,4.4
"CN482950","48","295","Lipscomb County, TX","2008",1800,1748,52,2.9
"CN482970","48","297","Live Oak County, TX","2008",5093,4872,221,4.3
"CN482990","48","299","Llano County, TX","2008",8406,8039,367,4.4
"CN483010","48","301","Loving County, TX","2008",43,40,3,7
"CN483030","48","303","Lubbock County, TX","2008",137986,132757,5229,3.8
"CN483050","48","305","Lynn County, TX","2008",2761,2629,132,4.8
"CN483070","48","307","McCulloch County, TX","2008",3968,3809,159,4
"CN483090","48","309","McLennan County, TX","2008",110630,105528,5102,4.6
"CN483110","48","311","McMullen County, TX","2008",332,314,18,5.4
"CN483130","48","313","Madison County, TX","2008",4965,4701,264,5.3
"CN483150","48","315","Marion County, TX","2008",4988,4731,257,5.2
"CN483170","48","317","Martin County, TX","2008",2227,2147,80,3.6
"CN483190","48","319","Mason County, TX","2008",2338,2266,72,3.1
"CN483210","48","321","Matagorda County, TX","2008",17003,15835,1168,6.9
"CN483230","48","323","Maverick County, TX","2008",20801,18544,2257,10.9
"CN483250","48","325","Medina County, TX","2008",19664,18652,1012,5.1
"CN483270","48","327","Menard County, TX","2008",1086,1038,48,4.4
"CN483290","48","329","Midland County, TX","2008",74973,72772,2201,2.9
"CN483310","48","331","Milam County, TX","2008",11946,11283,663,5.5
"CN483330","48","333","Mills County, TX","2008",2331,2238,93,4
"CN483350","48","335","Mitchell County, TX","2008",3289,3106,183,5.6
"CN483370","48","337","Montague County, TX","2008",10617,10230,387,3.6
"PA481800","48","339","Montgomery County, TX","2008",211730,202574,9156,4.3
"CN483410","48","341","Moore County, TX","2008",11202,10848,354,3.2
"CN483430","48","343","Morris County, TX","2008",6051,5680,371,6.1
"CN483450","48","345","Motley County, TX","2008",688,658,30,4.4
"CN483470","48","347","Nacogdoches County, TX","2008",30726,29365,1361,4.4
"CN483490","48","349","Navarro County, TX","2008",20844,19676,1168,5.6
"CN483510","48","351","Newton County, TX","2008",5710,5282,428,7.5
"CN483530","48","353","Nolan County, TX","2008",7686,7383,303,3.9
"CN483550","48","355","Nueces County, TX","2008",161980,154517,7463,4.6
"CN483570","48","357","Ochiltree County, TX","2008",5593,5436,157,2.8
"CN483590","48","359","Oldham County, TX","2008",900,859,41,4.6
"PA480250","48","361","Orange County, TX","2008",41118,38428,2690,6.5
"CN483630","48","363","Palo Pinto County, TX","2008",13975,13380,595,4.3
"CN483650","48","365","Panola County, TX","2008",12962,12448,514,4
"CN483670","48","367","Parker County, TX","2008",53082,50689,2393,4.5
"CN483690","48","369","Parmer County, TX","2008",4459,4305,154,3.5
"CN483710","48","371","Pecos County, TX","2008",7037,6715,322,4.6
"CN483730","48","373","Polk County, TX","2008",16732,15672,1060,6.3
"CN483750","48","375","Potter County, TX","2008",56467,54144,2323,4.1
"CN483770","48","377","Presidio County, TX","2008",3340,2985,355,10.6
"CN483790","48","379","Rains County, TX","2008",5044,4781,263,5.2
"CN483810","48","381","Randall County, TX","2008",67496,65342,2154,3.2
"CN483830","48","383","Reagan County, TX","2008",2533,2480,53,2.1
"CN483850","48","385","Real County, TX","2008",1455,1399,56,3.8
"CN483870","48","387","Red River County, TX","2008",5912,5521,391,6.6
"CN483890","48","389","Reeves County, TX","2008",4168,3922,246,5.9
"CN483910","48","391","Refugio County, TX","2008",4026,3866,160,4
"CN483930","48","393","Roberts County, TX","2008",566,552,14,2.5
"CN483950","48","395","Robertson County, TX","2008",6920,6569,351,5.1
"CN483970","48","397","Rockwall County, TX","2008",38036,36287,1749,4.6
"CN483990","48","399","Runnels County, TX","2008",4445,4228,217,4.9
"CN484010","48","401","Rusk County, TX","2008",24004,22953,1051,4.4
"CN484030","48","403","Sabine County, TX","2008",3388,3078,310,9.1
"CN484050","48","405","San Augustine County, TX","2008",3493,3271,222,6.4
"CN484070","48","407","San Jacinto County, TX","2008",10050,9457,593,5.9
"PA480450","48","409","San Patricio County, TX","2008",29800,28179,1621,5.4
"CN484110","48","411","San Saba County, TX","2008",2406,2271,135,5.6
"CN484130","48","413","Schleicher County, TX","2008",1464,1414,50,3.4
"CN484150","48","415","Scurry County, TX","2008",7520,7212,308,4.1
"CN484170","48","417","Shackelford County, TX","2008",2136,2079,57,2.7
"CN484190","48","419","Shelby County, TX","2008",12389,11786,603,4.9
"CN484210","48","421","Sherman County, TX","2008",1451,1395,56,3.9
"CN484230","48","423","Smith County, TX","2008",98405,93517,4888,5
"CN484250","48","425","Somervell County, TX","2008",4097,3909,188,4.6
"CN484270","48","427","Starr County, TX","2008",22235,19648,2587,11.6
"CN484290","48","429","Stephens County, TX","2008",4666,4492,174,3.7
"CN484310","48","431","Sterling County, TX","2008",846,821,25,3
"CN484330","48","433","Stonewall County, TX","2008",858,829,29,3.4
"CN484350","48","435","Sutton County, TX","2008",3503,3432,71,2
"CN484370","48","437","Swisher County, TX","2008",3547,3385,162,4.6
"CN484390","48","439","Tarrant County, TX","2008",878609,835392,43217,4.9
"CN484410","48","441","Taylor County, TX","2008",66940,64407,2533,3.8
"CN484430","48","443","Terrell County, TX","2008",329,307,22,6.7
"CN484450","48","445","Terry County, TX","2008",5844,5594,250,4.3
"CN484470","48","447","Throckmorton County, TX","2008",939,906,33,3.5
"CN484490","48","449","Titus County, TX","2008",14066,13450,616,4.4
"CN484510","48","451","Tom Green County, TX","2008",51515,49348,2167,4.2
"CN484530","48","453","Travis County, TX","2008",535445,512292,23153,4.3
"CN484550","48","455","Trinity County, TX","2008",5780,5457,323,5.6
"CN484570","48","457","Tyler County, TX","2008",8221,7717,504,6.1
"CN484590","48","459","Upshur County, TX","2008",19728,18876,852,4.3
"CN484610","48","461","Upton County, TX","2008",1769,1713,56,3.2
"CN484630","48","463","Uvalde County, TX","2008",11129,10477,652,5.9
"CN484650","48","465","Val Verde County, TX","2008",20372,19165,1207,5.9
"CN484670","48","467","Van Zandt County, TX","2008",25471,24331,1140,4.5
"PA481400","48","469","Victoria County, TX","2008",45075,43325,1750,3.9
"CN484710","48","471","Walker County, TX","2008",26241,24842,1399,5.3
"CN484730","48","473","Waller County, TX","2008",16117,15294,823,5.1
"CN484750","48","475","Ward County, TX","2008",5056,4854,202,4
"CN484770","48","477","Washington County, TX","2008",16325,15662,663,4.1
"PS480870","48","479","Webb County, TX","2008",92142,87118,5024,5.5
"CN484810","48","481","Wharton County, TX","2008",20819,19888,931,4.5
"CN484830","48","483","Wheeler County, TX","2008",3380,3297,83,2.5
"CN484850","48","485","Wichita County, TX","2008",60947,57914,3033,5
"CN484870","48","487","Wilbarger County, TX","2008",7564,7290,274,3.6
"CN484890","48","489","Willacy County, TX","2008",7696,6999,697,9.1
"PA483150","48","491","Williamson County, TX","2008",201706,192451,9255,4.6
"CN484930","48","493","Wilson County, TX","2008",18676,17794,882,4.7
"CN484950","48","495","Winkler County, TX","2008",3443,3311,132,3.8
"CN484970","48","497","Wise County, TX","2008",27443,26226,1217,4.4
"CN484990","48","499","Wood County, TX","2008",18010,17078,932,5.2
"CN485010","48","501","Yoakum County, TX","2008",4072,3944,128,3.1
"CN485030","48","503","Young County, TX","2008",9782,9437,345,3.5
"CN485050","48","505","Zapata County, TX","2008",5150,4859,291,5.7
"CN485070","48","507","Zavala County, TX","2008",3640,3244,396,10.9
"CN490010","49","001","Beaver County, UT","2008",3111,2999,112,3.6
"CN490030","49","003","Box Elder County, UT","2008",23654,22659,995,4.2
"PA490400","49","005","Cache County, UT","2008",61383,59618,1765,2.9
"CN490070","49","007","Carbon County, UT","2008",10098,9647,451,4.5
"CN490090","49","009","Daggett County, UT","2008",451,432,19,4.2
"PS490100","49","011","Davis County, UT","2008",145201,140076,5125,3.5
"CN490130","49","013","Duchesne County, UT","2008",10267,9982,285,2.8
"CN490150","49","015","Emery County, UT","2008",5043,4843,200,4
"CN490170","49","017","Garfield County, UT","2008",2812,2634,178,6.3
"CN490190","49","019","Grand County, UT","2008",5253,4932,321,6.1
"CN490210","49","021","Iron County, UT","2008",20807,19855,952,4.6
"CN490230","49","023","Juab County, UT","2008",3943,3718,225,5.7
"CN490250","49","025","Kane County, UT","2008",3474,3324,150,4.3
"CN490270","49","027","Millard County, UT","2008",6038,5827,211,3.5
"CN490290","49","029","Morgan County, UT","2008",4051,3910,141,3.5
"CN490310","49","031","Piute County, UT","2008",900,873,27,3
"CN490330","49","033","Rich County, UT","2008",1420,1380,40,2.8
"CN490350","49","035","Salt Lake County, UT","2008",556422,536731,19691,3.5
"CN490370","49","037","San Juan County, UT","2008",5001,4671,330,6.6
"CN490390","49","039","Sanpete County, UT","2008",11090,10603,487,4.4
"CN490410","49","041","Sevier County, UT","2008",9610,9208,402,4.2
"CN490430","49","043","Summit County, UT","2008",22055,21292,763,3.5
